Player,starting_11,team,game,Season
Douglas Luiz,Y,Aston Villa,West Ham vs Aston Villa,2021
John McGinn,Y,Aston Villa,West Ham vs Aston Villa,2021
Ollie Watkins,Y,Aston Villa,West Ham vs Aston Villa,2021
Calum Chambers,Y,Aston Villa,West Ham vs Aston Villa,2021
Danny Ings,Y,Aston Villa,West Ham vs Aston Villa,2021
Philippe Coutinho,Y,Aston Villa,West Ham vs Aston Villa,2021
Lucas Digne,Y,Aston Villa,West Ham vs Aston Villa,2021
Jacob Ramsey,Y,Aston Villa,West Ham vs Aston Villa,2021
Jordan Pickford,Y,Everton,Everton vs Wolves,2021
Jonjoe Kenny,Y,Everton,Everton vs Wolves,2021
Mason Holgate,Y,Everton,Everton vs Wolves,2021
Richarlison,Y,Everton,Everton vs Wolves,2021
Demarai Gray,Y,Everton,Everton vs Wolves,2021
Abdoulaye Doucouré,Y,Everton,Everton vs Wolves,2021
Vitaliy Mykolenko,Y,Everton,Everton vs Wolves,2021
Ben Godfrey,Y,Everton,Everton vs Wolves,2021
Séamus Coleman,Y,Everton,Everton vs Wolves,2021
Anthony Gordon,Y,Everton,Everton vs Wolves,2021
Donny van de Beek,Y,Everton,Everton vs Wolves,2021
José Sá,Y,Wolves,Everton vs Wolves,2021
Fernando Marçal,Y,Wolves,Everton vs Wolves,2021
Rúben Neves,Y,Wolves,Everton vs Wolves,2021
Raúl Jiménez,Y,Wolves,Everton vs Wolves,2021
Conor Coady,Y,Wolves,Everton vs Wolves,2021
Jonny Castro,Y,Wolves,Everton vs Wolves,2021
Max Kilman,Y,Wolves,Everton vs Wolves,2021
Hwang Hee-chan,Y,Wolves,Everton vs Wolves,2021
Romain Saïss,Y,Wolves,Everton vs Wolves,2021
João Moutinho,Y,Wolves,Everton vs Wolves,2021
Leander Dendoncker,Y,Wolves,Everton vs Wolves,2021
Illan Meslier,Y,Leeds United,Leeds United vs Norwich City,2021
Luke Ayling,Y,Leeds United,Leeds United vs Norwich City,2021
Adam Forshaw,Y,Leeds United,Leeds United vs Norwich City,2021
Patrick Bamford,Y,Leeds United,Leeds United vs Norwich City,2021
Raphinha,Y,Leeds United,Leeds United vs Norwich City,2021
Diego Llorente,Y,Leeds United,Leeds United vs Norwich City,2021
Stuart Dallas,Y,Leeds United,Leeds United vs Norwich City,2021
Rodrigo,Y,Leeds United,Leeds United vs Norwich City,2021
Daniel James,Y,Leeds United,Leeds United vs Norwich City,2021
Pascal Struijk,Y,Leeds United,Leeds United vs Norwich City,2021
Mateusz Klich,Y,Leeds United,Leeds United vs Norwich City,2021
Tim Krul,Y,Norwich City,Leeds United vs Norwich City,2021
Max Aarons,Y,Norwich City,Leeds United vs Norwich City,2021
Ben Gibson,Y,Norwich City,Leeds United vs Norwich City,2021
Lukas Rupp,Y,Norwich City,Leeds United vs Norwich City,2021
Ozan Kabak,Y,Norwich City,Leeds United vs Norwich City,2021
Milot Rashica,Y,Norwich City,Leeds United vs Norwich City,2021
Pierre Lees-Melou,Y,Norwich City,Leeds United vs Norwich City,2021
Brandon Williams,Y,Norwich City,Leeds United vs Norwich City,2021
Teemu Pukki,Y,Norwich City,Leeds United vs Norwich City,2021
Kenny McLean,Y,Norwich City,Leeds United vs Norwich City,2021
Josh Sargent,Y,Norwich City,Leeds United vs Norwich City,2021
Aaron Ramsdale,Y,Arsenal,Arsenal vs Leicester City,2021
Kieran Tierney,Y,Arsenal,Arsenal vs Leicester City,2021
Ben White,Y,Arsenal,Arsenal vs Leicester City,2021
Thomas Partey,Y,Arsenal,Arsenal vs Leicester City,2021
Gabriel Dos Santos,Y,Arsenal,Arsenal vs Leicester City,2021
Bukayo Saka,Y,Arsenal,Arsenal vs Leicester City,2021
Martin Ødegaard,Y,Arsenal,Arsenal vs Leicester City,2021
Alexandre Lacazette,Y,Arsenal,Arsenal vs Leicester City,2021
Cédric Soares,Y,Arsenal,Arsenal vs Leicester City,2021
Granit Xhaka,Y,Arsenal,Arsenal vs Leicester City,2021
Martinelli,Y,Arsenal,Arsenal vs Leicester City,2021
Kasper Schmeichel,Y,Leicester City,Arsenal vs Leicester City,2021
Çağlar Söyüncü,Y,Leicester City,Arsenal vs Leicester City,2021
Harvey Barnes,Y,Leicester City,Arsenal vs Leicester City,2021
James Maddison,Y,Leicester City,Arsenal vs Leicester City,2021
Marc Albrighton,Y,Leicester City,Arsenal vs Leicester City,2021
Kelechi Iheanacho,Y,Leicester City,Arsenal vs Leicester City,2021
Daniel Amartey,Y,Leicester City,Arsenal vs Leicester City,2021
Ricardo Pereira,Y,Leicester City,Arsenal vs Leicester City,2021
Kiernan Dewsbury-Hall,Y,Leicester City,Arsenal vs Leicester City,2021
Nampalys Mendy,Y,Leicester City,Arsenal vs Leicester City,2021
Luke Thomas,Y,Leicester City,Arsenal vs Leicester City,2021
Vicente Guaita,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Tyrick Mitchell,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Marc Guéhi,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Michael Olise,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Cheikhou Kouyaté,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Wilfried Zaha,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Jean-Philippe Mateta,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Jeffrey Schlupp,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Joachim Andersen,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Nathaniel Clyne,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Conor Gallagher,Y,Crystal Palace,Crystal Palace vs Manchester City,2021
Ederson,Y,Manchester City,Crystal Palace vs Manchester City,2021
Kyle Walker,Y,Manchester City,Crystal Palace vs Manchester City,2021
John Stones,Y,Manchester City,Crystal Palace vs Manchester City,2021
Jack Grealish,Y,Manchester City,Crystal Palace vs Manchester City,2021
Aymeric Laporte,Y,Manchester City,Crystal Palace vs Manchester City,2021
Rodri,Y,Manchester City,Crystal Palace vs Manchester City,2021
Kevin De Bruyne,Y,Manchester City,Crystal Palace vs Manchester City,2021
Bernardo Silva,Y,Manchester City,Crystal Palace vs Manchester City,2021
Riyad Mahrez,Y,Manchester City,Crystal Palace vs Manchester City,2021
João Cancelo,Y,Manchester City,Crystal Palace vs Manchester City,2021
Phil Foden,Y,Manchester City,Crystal Palace vs Manchester City,2021
Robert Sánchez,Y,Brighton,Brighton vs Tottenham,2021
Marc Cucurella,Y,Brighton,Brighton vs Tottenham,2021
Lewis Dunk,Y,Brighton,Brighton vs Tottenham,2021
Yves Bissouma,Y,Brighton,Brighton vs Tottenham,2021
Neal Maupay,Y,Brighton,Brighton vs Tottenham,2021
Alexis Mac Allister,Y,Brighton,Brighton vs Tottenham,2021
Leandro Trossard,Y,Brighton,Brighton vs Tottenham,2021
Pascal Groß,Y,Brighton,Brighton vs Tottenham,2021
Solly March,Y,Brighton,Brighton vs Tottenham,2021
Shane Duffy,Y,Brighton,Brighton vs Tottenham,2021
Joël Veltman,Y,Brighton,Brighton vs Tottenham,2021
Hugo Lloris,Y,Tottenham,Brighton vs Tottenham,2021
Matt Doherty,Y,Tottenham,Brighton vs Tottenham,2021
Sergio Reguilón,Y,Tottenham,Brighton vs Tottenham,2021
Cristian Romero,Y,Tottenham,Brighton vs Tottenham,2021
Pierre Højbjerg,Y,Tottenham,Brighton vs Tottenham,2021
Son Heung-min,Y,Tottenham,Brighton vs Tottenham,2021
Harry Kane,Y,Tottenham,Brighton vs Tottenham,2021
Eric Dier,Y,Tottenham,Brighton vs Tottenham,2021
Dejan Kulusevski,Y,Tottenham,Brighton vs Tottenham,2021
Rodrigo Bentancur,Y,Tottenham,Brighton vs Tottenham,2021
Ben Davies,Y,Tottenham,Brighton vs Tottenham,2021
Aaron Ramsdale,Y,Arsenal,Arsenal vs Liverpool,2021
Kieran Tierney,Y,Arsenal,Arsenal vs Liverpool,2021
Ben White,Y,Arsenal,Arsenal vs Liverpool,2021
Thomas Partey,Y,Arsenal,Arsenal vs Liverpool,2021
Gabriel Dos Santos,Y,Arsenal,Arsenal vs Liverpool,2021
Bukayo Saka,Y,Arsenal,Arsenal vs Liverpool,2021
Martin Ødegaard,Y,Arsenal,Arsenal vs Liverpool,2021
Alexandre Lacazette,Y,Arsenal,Arsenal vs Liverpool,2021
Cédric Soares,Y,Arsenal,Arsenal vs Liverpool,2021
Granit Xhaka,Y,Arsenal,Arsenal vs Liverpool,2021
Martinelli,Y,Arsenal,Arsenal vs Liverpool,2021
Alisson,Y,Liverpool,Arsenal vs Liverpool,2021
Fabinho,Y,Liverpool,Arsenal vs Liverpool,2021
Virgil van Dijk,Y,Liverpool,Arsenal vs Liverpool,2021
Thiago Alcántara,Y,Liverpool,Arsenal vs Liverpool,2021
Sadio Mané,Y,Liverpool,Arsenal vs Liverpool,2021
Jordan Henderson,Y,Liverpool,Arsenal vs Liverpool,2021
Diogo Jota,Y,Liverpool,Arsenal vs Liverpool,2021
Luis Díaz,Y,Liverpool,Arsenal vs Liverpool,2021
Andrew Robertson,Y,Liverpool,Arsenal vs Liverpool,2021
Joël Matip,Y,Liverpool,Arsenal vs Liverpool,2021
Trent Alexander-Arnold,Y,Liverpool,Arsenal vs Liverpool,2021
Asmir Begović,Y,Everton,Everton vs Newcastle Utd,2021
Mason Holgate,Y,Everton,Everton vs Newcastle Utd,2021
Michael Keane,Y,Everton,Everton vs Newcastle Utd,2021
Allan,Y,Everton,Everton vs Newcastle Utd,2021
Richarlison,Y,Everton,Everton vs Newcastle Utd,2021
Demarai Gray,Y,Everton,Everton vs Newcastle Utd,2021
Abdoulaye Doucouré,Y,Everton,Everton vs Newcastle Utd,2021
Alex Iwobi,Y,Everton,Everton vs Newcastle Utd,2021
Ben Godfrey,Y,Everton,Everton vs Newcastle Utd,2021
Séamus Coleman,Y,Everton,Everton vs Newcastle Utd,2021
Anthony Gordon,Y,Everton,Everton vs Newcastle Utd,2021
Martin Dúbravka,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Fabian Schär,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Joelinton,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Matt Targett,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Emil Krafth,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Chris Wood,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Ryan Fraser,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Miguel Almirón,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Joe Willock,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Dan Burn,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
Bruno Guimarães,Y,Newcastle Utd,Everton vs Newcastle Utd,2021
José Sá,Y,Wolves,Wolves vs Leeds United,2021
Rayan Aït Nouri,Y,Wolves,Wolves vs Leeds United,2021
Rúben Neves,Y,Wolves,Wolves vs Leeds United,2021
Raúl Jiménez,Y,Wolves,Wolves vs Leeds United,2021
Daniel Podence,Y,Wolves,Wolves vs Leeds United,2021
Willy Boly,Y,Wolves,Wolves vs Leeds United,2021
Conor Coady,Y,Wolves,Wolves vs Leeds United,2021
Jonny Castro,Y,Wolves,Wolves vs Leeds United,2021
Romain Saïss,Y,Wolves,Wolves vs Leeds United,2021
João Moutinho,Y,Wolves,Wolves vs Leeds United,2021
Leander Dendoncker,Y,Wolves,Wolves vs Leeds United,2021
Illan Meslier,Y,Leeds United,Wolves vs Leeds United,2021
Luke Ayling,Y,Leeds United,Wolves vs Leeds United,2021
Adam Forshaw,Y,Leeds United,Wolves vs Leeds United,2021
Patrick Bamford,Y,Leeds United,Wolves vs Leeds United,2021
Diego Llorente,Y,Leeds United,Wolves vs Leeds United,2021
Stuart Dallas,Y,Leeds United,Wolves vs Leeds United,2021
Rodrigo,Y,Leeds United,Wolves vs Leeds United,2021
Daniel James,Y,Leeds United,Wolves vs Leeds United,2021
Pascal Struijk,Y,Leeds United,Wolves vs Leeds United,2021
Jack Harrison,Y,Leeds United,Wolves vs Leeds United,2021
Mateusz Klich,Y,Leeds United,Wolves vs Leeds United,2021
Emiliano Martínez,Y,Aston Villa,Aston Villa vs Arsenal,2021
Matty Cash,Y,Aston Villa,Aston Villa vs Arsenal,2021
Ezri Konsa,Y,Aston Villa,Aston Villa vs Arsenal,2021
Tyrone Mings,Y,Aston Villa,Aston Villa vs Arsenal,2021
Douglas Luiz,Y,Aston Villa,Aston Villa vs Arsenal,2021
John McGinn,Y,Aston Villa,Aston Villa vs Arsenal,2021
Emi Buendía,Y,Aston Villa,Aston Villa vs Arsenal,2021
Ollie Watkins,Y,Aston Villa,Aston Villa vs Arsenal,2021
Ashley Young,Y,Aston Villa,Aston Villa vs Arsenal,2021
Philippe Coutinho,Y,Aston Villa,Aston Villa vs Arsenal,2021
Jacob Ramsey,Y,Aston Villa,Aston Villa vs Arsenal,2021
Bernd Leno,Y,Arsenal,Aston Villa vs Arsenal,2021
Kieran Tierney,Y,Arsenal,Aston Villa vs Arsenal,2021
Ben White,Y,Arsenal,Aston Villa vs Arsenal,2021
Thomas Partey,Y,Arsenal,Aston Villa vs Arsenal,2021
Gabriel Dos Santos,Y,Arsenal,Aston Villa vs Arsenal,2021
Bukayo Saka,Y,Arsenal,Aston Villa vs Arsenal,2021
Martin Ødegaard,Y,Arsenal,Aston Villa vs Arsenal,2021
Alexandre Lacazette,Y,Arsenal,Aston Villa vs Arsenal,2021
Emile Smith Rowe,Y,Arsenal,Aston Villa vs Arsenal,2021
Cédric Soares,Y,Arsenal,Aston Villa vs Arsenal,2021
Granit Xhaka,Y,Arsenal,Aston Villa vs Arsenal,2021
Kasper Schmeichel,Y,Leicester City,Leicester City vs Brentford,2021
James Justin,Y,Leicester City,Leicester City vs Brentford,2021
Çağlar Söyüncü,Y,Leicester City,Leicester City vs Brentford,2021
Harvey Barnes,Y,Leicester City,Leicester City vs Brentford,2021
Youri Tielemans,Y,Leicester City,Leicester City vs Brentford,2021
James Maddison,Y,Leicester City,Leicester City vs Brentford,2021
Kelechi Iheanacho,Y,Leicester City,Leicester City vs Brentford,2021
Daniel Amartey,Y,Leicester City,Leicester City vs Brentford,2021
Kiernan Dewsbury-Hall,Y,Leicester City,Leicester City vs Brentford,2021
Nampalys Mendy,Y,Leicester City,Leicester City vs Brentford,2021
Timothy Castagne,Y,Leicester City,Leicester City vs Brentford,2021
David Raya,Y,Brentford,Leicester City vs Brentford,2021
Rico Henry,Y,Brentford,Leicester City vs Brentford,2021
Ethan Pinnock,Y,Brentford,Leicester City vs Brentford,2021
Christian Nørgaard,Y,Brentford,Leicester City vs Brentford,2021
Mathias Jensen,Y,Brentford,Leicester City vs Brentford,2021
Yoane Wissa,Y,Brentford,Leicester City vs Brentford,2021
Ivan Toney,Y,Brentford,Leicester City vs Brentford,2021
Pontus Jansson,Y,Brentford,Leicester City vs Brentford,2021
Bryan Mbeumo,Y,Brentford,Leicester City vs Brentford,2021
Kristoffer Ajer,Y,Brentford,Leicester City vs Brentford,2021
Vitaly Janelt,Y,Brentford,Leicester City vs Brentford,2021
Hugo Lloris,Y,Tottenham,Tottenham vs West Ham,2021
Matt Doherty,Y,Tottenham,Tottenham vs West Ham,2021
Sergio Reguilón,Y,Tottenham,Tottenham vs West Ham,2021
Cristian Romero,Y,Tottenham,Tottenham vs West Ham,2021
Pierre Højbjerg,Y,Tottenham,Tottenham vs West Ham,2021
Son Heung-min,Y,Tottenham,Tottenham vs West Ham,2021
Harry Kane,Y,Tottenham,Tottenham vs West Ham,2021
Eric Dier,Y,Tottenham,Tottenham vs West Ham,2021
Dejan Kulusevski,Y,Tottenham,Tottenham vs West Ham,2021
Rodrigo Bentancur,Y,Tottenham,Tottenham vs West Ham,2021
Ben Davies,Y,Tottenham,Tottenham vs West Ham,2021
Łukasz Fabiański,Y,West Ham,Tottenham vs West Ham,2021
Aaron Cresswell,Y,West Ham,Tottenham vs West Ham,2021
Kurt Zouma,Y,West Ham,Tottenham vs West Ham,2021
Michail Antonio,Y,West Ham,Tottenham vs West Ham,2021
Manuel Lanzini,Y,West Ham,Tottenham vs West Ham,2021
Craig Dawson,Y,West Ham,Tottenham vs West Ham,2021
Saïd Benrahma,Y,West Ham,Tottenham vs West Ham,2021
Arthur Masuaku,Y,West Ham,Tottenham vs West Ham,2021
Tomáš Souček,Y,West Ham,Tottenham vs West Ham,2021
Ben Johnson,Y,West Ham,Tottenham vs West Ham,2021
Declan Rice,Y,West Ham,Tottenham vs West Ham,2021
Alisson,Y,Liverpool,Liverpool vs Watford,2021
Virgil van Dijk,Y,Liverpool,Liverpool vs Watford,2021
Thiago Alcántara,Y,Liverpool,Liverpool vs Watford,2021
Roberto Firmino,Y,Liverpool,Liverpool vs Watford,2021
Mohamed Salah,Y,Liverpool,Liverpool vs Watford,2021
Joe Gomez,Y,Liverpool,Liverpool vs Watford,2021
Jordan Henderson,Y,Liverpool,Liverpool vs Watford,2021
Curtis Jones,Y,Liverpool,Liverpool vs Watford,2021
Diogo Jota,Y,Liverpool,Liverpool vs Watford,2021
Andrew Robertson,Y,Liverpool,Liverpool vs Watford,2021
Joël Matip,Y,Liverpool,Liverpool vs Watford,2021
Ben Foster,Y,Watford,Liverpool vs Watford,2021
Imran Louza,Y,Watford,Liverpool vs Watford,2021
João Pedro,Y,Watford,Liverpool vs Watford,2021
Hassane Kamara,Y,Watford,Liverpool vs Watford,2021
Moussa Sissoko,Y,Watford,Liverpool vs Watford,2021
Kiko Femenía,Y,Watford,Liverpool vs Watford,2021
Samir Santos,Y,Watford,Liverpool vs Watford,2021
Ismaila Sarr,Y,Watford,Liverpool vs Watford,2021
Christian Kabasele,Y,Watford,Liverpool vs Watford,2021
Cucho,Y,Watford,Liverpool vs Watford,2021
Juraj Kucka,Y,Watford,Liverpool vs Watford,2021
José Sá,Y,Wolves,Wolves vs Aston Villa,2021
Fernando Marçal,Y,Wolves,Wolves vs Aston Villa,2021
Daniel Podence,Y,Wolves,Wolves vs Aston Villa,2021
Francisco Trincão,Y,Wolves,Wolves vs Aston Villa,2021
Willy Boly,Y,Wolves,Wolves vs Aston Villa,2021
Conor Coady,Y,Wolves,Wolves vs Aston Villa,2021
Fábio Silva,Y,Wolves,Wolves vs Aston Villa,2021
Jonny Castro,Y,Wolves,Wolves vs Aston Villa,2021
Max Kilman,Y,Wolves,Wolves vs Aston Villa,2021
João Moutinho,Y,Wolves,Wolves vs Aston Villa,2021
Leander Dendoncker,Y,Wolves,Wolves vs Aston Villa,2021
Emiliano Martínez,Y,Aston Villa,Wolves vs Aston Villa,2021
Matty Cash,Y,Aston Villa,Wolves vs Aston Villa,2021
Ezri Konsa,Y,Aston Villa,Wolves vs Aston Villa,2021
Tyrone Mings,Y,Aston Villa,Wolves vs Aston Villa,2021
John McGinn,Y,Aston Villa,Wolves vs Aston Villa,2021
Morgan Sanson,Y,Aston Villa,Wolves vs Aston Villa,2021
Ollie Watkins,Y,Aston Villa,Wolves vs Aston Villa,2021
Philippe Coutinho,Y,Aston Villa,Wolves vs Aston Villa,2021
Lucas Digne,Y,Aston Villa,Wolves vs Aston Villa,2021
Leon Bailey,Y,Aston Villa,Wolves vs Aston Villa,2021
Jacob Ramsey,Y,Aston Villa,Wolves vs Aston Villa,2021
Illan Meslier,Y,Leeds United,Leeds United vs Southampton,2021
Luke Ayling,Y,Leeds United,Leeds United vs Southampton,2021
Adam Forshaw,Y,Leeds United,Leeds United vs Southampton,2021
Liam Cooper,Y,Leeds United,Leeds United vs Southampton,2021
Raphinha,Y,Leeds United,Leeds United vs Southampton,2021
Diego Llorente,Y,Leeds United,Leeds United vs Southampton,2021
Stuart Dallas,Y,Leeds United,Leeds United vs Southampton,2021
Rodrigo,Y,Leeds United,Leeds United vs Southampton,2021
Daniel James,Y,Leeds United,Leeds United vs Southampton,2021
Jack Harrison,Y,Leeds United,Leeds United vs Southampton,2021
Mateusz Klich,Y,Leeds United,Leeds United vs Southampton,2021
Fraser Forster,Y,Southampton,Leeds United vs Southampton,2021
Kyle Walker-Peters,Y,Southampton,Leeds United vs Southampton,2021
Oriol Romeu,Y,Southampton,Leeds United vs Southampton,2021
James Ward-Prowse,Y,Southampton,Leeds United vs Southampton,2021
Che Adams,Y,Southampton,Leeds United vs Southampton,2021
Armando Broja,Y,Southampton,Leeds United vs Southampton,2021
Valentino Livramento,Y,Southampton,Leeds United vs Southampton,2021
Mohammed Salisu,Y,Southampton,Leeds United vs Southampton,2021
Mohamed Elyounoussi,Y,Southampton,Leeds United vs Southampton,2021
Ibrahima Diallo,Y,Southampton,Leeds United vs Southampton,2021
Jan Bednarek,Y,Southampton,Leeds United vs Southampton,2021
Edouard Mendy,Y,Chelsea,Chelsea vs Brentford,2021
Antonio Rüdiger,Y,Chelsea,Chelsea vs Brentford,2021
Marcos Alonso,Y,Chelsea,Chelsea vs Brentford,2021
Thiago Silva,Y,Chelsea,Chelsea vs Brentford,2021
N'Golo Kanté,Y,Chelsea,Chelsea vs Brentford,2021
Timo Werner,Y,Chelsea,Chelsea vs Brentford,2021
Ruben Loftus-Cheek,Y,Chelsea,Chelsea vs Brentford,2021
Mason Mount,Y,Chelsea,Chelsea vs Brentford,2021
Hakim Ziyech,Y,Chelsea,Chelsea vs Brentford,2021
César Azpilicueta,Y,Chelsea,Chelsea vs Brentford,2021
Kai Havertz,Y,Chelsea,Chelsea vs Brentford,2021
David Raya,Y,Brentford,Chelsea vs Brentford,2021
Rico Henry,Y,Brentford,Chelsea vs Brentford,2021
Ethan Pinnock,Y,Brentford,Chelsea vs Brentford,2021
Christian Nørgaard,Y,Brentford,Chelsea vs Brentford,2021
Ivan Toney,Y,Brentford,Chelsea vs Brentford,2021
Pontus Jansson,Y,Brentford,Chelsea vs Brentford,2021
Bryan Mbeumo,Y,Brentford,Chelsea vs Brentford,2021
Kristoffer Ajer,Y,Brentford,Chelsea vs Brentford,2021
Christian Eriksen,Y,Brentford,Chelsea vs Brentford,2021
Vitaly Janelt,Y,Brentford,Chelsea vs Brentford,2021
Mads Roerslev,Y,Brentford,Chelsea vs Brentford,2021
Nick Pope,Y,Burnley,Burnley vs Manchester City,2021
Charlie Taylor,Y,Burnley,Burnley vs Manchester City,2021
Jack Cork,Y,Burnley,Burnley vs Manchester City,2021
James Tarkowski,Y,Burnley,Burnley vs Manchester City,2021
Josh Brownhill,Y,Burnley,Burnley vs Manchester City,2021
Wout Weghorst,Y,Burnley,Burnley vs Manchester City,2021
Dwight McNeil,Y,Burnley,Burnley vs Manchester City,2021
Connor Roberts,Y,Burnley,Burnley vs Manchester City,2021
Aaron Lennon,Y,Burnley,Burnley vs Manchester City,2021
Ashley Westwood,Y,Burnley,Burnley vs Manchester City,2021
Kevin Long,Y,Burnley,Burnley vs Manchester City,2021
Ederson,Y,Manchester City,Burnley vs Manchester City,2021
Kyle Walker,Y,Manchester City,Burnley vs Manchester City,2021
Nathan Aké,Y,Manchester City,Burnley vs Manchester City,2021
Raheem Sterling,Y,Manchester City,Burnley vs Manchester City,2021
İlkay Gündoğan,Y,Manchester City,Burnley vs Manchester City,2021
Jack Grealish,Y,Manchester City,Burnley vs Manchester City,2021
Aymeric Laporte,Y,Manchester City,Burnley vs Manchester City,2021
Rodri,Y,Manchester City,Burnley vs Manchester City,2021
Kevin De Bruyne,Y,Manchester City,Burnley vs Manchester City,2021
João Cancelo,Y,Manchester City,Burnley vs Manchester City,2021
Phil Foden,Y,Manchester City,Burnley vs Manchester City,2021
Robert Sánchez,Y,Brighton,Brighton vs Norwich City,2021
Tariq Lamptey,Y,Brighton,Brighton vs Norwich City,2021
Marc Cucurella,Y,Brighton,Brighton vs Norwich City,2021
Lewis Dunk,Y,Brighton,Brighton vs Norwich City,2021
Neal Maupay,Y,Brighton,Brighton vs Norwich City,2021
Alexis Mac Allister,Y,Brighton,Brighton vs Norwich City,2021
Leandro Trossard,Y,Brighton,Brighton vs Norwich City,2021
Pascal Groß,Y,Brighton,Brighton vs Norwich City,2021
Danny Welbeck,Y,Brighton,Brighton vs Norwich City,2021
Solly March,Y,Brighton,Brighton vs Norwich City,2021
Joël Veltman,Y,Brighton,Brighton vs Norwich City,2021
Tim Krul,Y,Norwich City,Brighton vs Norwich City,2021
Sam Byram,Y,Norwich City,Brighton vs Norwich City,2021
Ben Gibson,Y,Norwich City,Brighton vs Norwich City,2021
Grant Hanley,Y,Norwich City,Brighton vs Norwich City,2021
Billy Gilmour,Y,Norwich City,Brighton vs Norwich City,2021
Mathias Normann,Y,Norwich City,Brighton vs Norwich City,2021
Milot Rashica,Y,Norwich City,Brighton vs Norwich City,2021
Pierre Lees-Melou,Y,Norwich City,Brighton vs Norwich City,2021
Teemu Pukki,Y,Norwich City,Brighton vs Norwich City,2021
Kenny McLean,Y,Norwich City,Brighton vs Norwich City,2021
Dimitris Giannoulis,Y,Norwich City,Brighton vs Norwich City,2021
David de Gea,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Harry Maguire,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Paul Pogba,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Fred,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Bruno Fernandes,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Raphaël Varane,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Diogo Dalot,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Luke Shaw,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Jadon Sancho,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Anthony Elanga,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Scott McTominay,Y,Manchester Utd,Manchester Utd vs Leicester City,2021
Kasper Schmeichel,Y,Leicester City,Manchester Utd vs Leicester City,2021
James Justin,Y,Leicester City,Manchester Utd vs Leicester City,2021
Wesley Fofana,Y,Leicester City,Manchester Utd vs Leicester City,2021
Jonny Evans,Y,Leicester City,Manchester Utd vs Leicester City,2021
Harvey Barnes,Y,Leicester City,Manchester Utd vs Leicester City,2021
Youri Tielemans,Y,Leicester City,Manchester Utd vs Leicester City,2021
James Maddison,Y,Leicester City,Manchester Utd vs Leicester City,2021
Kelechi Iheanacho,Y,Leicester City,Manchester Utd vs Leicester City,2021
Kiernan Dewsbury-Hall,Y,Leicester City,Manchester Utd vs Leicester City,2021
Nampalys Mendy,Y,Leicester City,Manchester Utd vs Leicester City,2021
Timothy Castagne,Y,Leicester City,Manchester Utd vs Leicester City,2021
Łukasz Fabiański,Y,West Ham,West Ham vs Everton,2021
Aaron Cresswell,Y,West Ham,West Ham vs Everton,2021
Kurt Zouma,Y,West Ham,West Ham vs Everton,2021
Pablo Fornals,Y,West Ham,West Ham vs Everton,2021
Michail Antonio,Y,West Ham,West Ham vs Everton,2021
Craig Dawson,Y,West Ham,West Ham vs Everton,2021
Jarrod Bowen,Y,West Ham,West Ham vs Everton,2021
Saïd Benrahma,Y,West Ham,West Ham vs Everton,2021
Ryan Fredericks,Y,West Ham,West Ham vs Everton,2021
Tomáš Souček,Y,West Ham,West Ham vs Everton,2021
Declan Rice,Y,West Ham,West Ham vs Everton,2021
Jordan Pickford,Y,Everton,West Ham vs Everton,2021
Jonjoe Kenny,Y,Everton,West Ham vs Everton,2021
Mason Holgate,Y,Everton,West Ham vs Everton,2021
Michael Keane,Y,Everton,West Ham vs Everton,2021
Richarlison,Y,Everton,West Ham vs Everton,2021
Dominic Calvert-Lewin,Y,Everton,West Ham vs Everton,2021
Demarai Gray,Y,Everton,West Ham vs Everton,2021
Abdoulaye Doucouré,Y,Everton,West Ham vs Everton,2021
Alex Iwobi,Y,Everton,West Ham vs Everton,2021
